description;historicVolatolity;implicitVolatility;createdAt
GFGC1033OC;0.0639386;0.00188505;9/12/2023 12:09
GFGC1033OC;0.0639386;0.00190855;9/12/2023 12:10
GFGC1033OC;0.0638957;0.00191434;9/12/2023 12:11
GFGC1033OC;0.0636954;0.000803158;9/12/2023 12:12
GFGC1033OC;0.063696;0.000800266;9/12/2023 12:13
GFGC1033OC;0.0636629;0.00189959;9/12/2023 12:17
GFGC1033OC;0.0636081;0.00191375;9/12/2023 12:18
GFGC1033OC;0.0634398;0.00189412;9/12/2023 12:20
GFGC1033OC;0.0619272;0.0018851;9/12/2023 12:21
GFGC1033OC;0.0620492;1.68687;9/12/2023 12:49
GFGC1033OC;0.0619424;0.00185416;9/12/2023 13:18
GFGC1033OC;0.0619003;0.00186186;9/12/2023 13:19
GFGC1033OC;0.0620765;0.00187595;9/12/2023 13:21
GFGC1033OC;0.062082;0.0018548;9/12/2023 13:24
GFGC1033OC;0.0622127;0.00185252;9/12/2023 13:25
GFGC1033OC;0.0622127;0.00183168;9/12/2023 13:26
GFGC1033OC;0.0622139;0.00182588;9/12/2023 14:06
GFGC1033OC;0.0622139;0.00182876;9/12/2023 14:07
GFGC1033OC;0.0617766;0.00182738;9/12/2023 14:08
GFGC1033OC;0.0559183;0.00181727;9/12/2023 14:09
GFGC1033OC;0.0559183;0.0017915;9/12/2023 14:12
GFGC1033OC;0.0559195;0.00179333;9/12/2023 14:13
GFGC1033OC;0.0559196;0.00181203;9/12/2023 14:15
GFGC1033OC;0.0508035;0.00181409;9/12/2023 14:16
GFGC1033OC;0.0507994;0.00180952;9/12/2023 14:20
GFGC1033OC;0.0507994;0.00181209;9/12/2023 14:22
GFGC1033OC;0.0507994;0.00180608;9/12/2023 14:28
GFGC1033OC;0.0507994;0.00180747;9/12/2023 14:29
GFGC1033OC;0.0507994;0.00181014;9/12/2023 14:32
GFGC1033OC;0.0507994;0.00181979;9/12/2023 14:41
GFGC1033OC;0.0507968;0.00181985;9/12/2023 14:42
GFGC1033OC;0.0504788;0.00181322;9/12/2023 14:45
GFGC1033OC;0.0504788;0.00181852;9/12/2023 14:50
GFGC1033OC;0.0504788;0.00181785;9/12/2023 14:53
GFGC1033OC;0.0504781;0.00180707;9/12/2023 14:55
GFGC1033OC;0.0504781;0.00180487;9/12/2023 14:58
GFGC1033OC;0.0505452;0.00180898;9/12/2023 14:59
GFGC1033OC;0.0505452;0.00179006;9/12/2023 15:03
GFGC1033OC;0.0505306;0.0017889;9/12/2023 15:04
GFGC1033OC;0.0505306;0.00179294;9/12/2023 15:05
GFGC1033OC;0.0505315;0.0017876;9/12/2023 15:14
GFGC1033OC;0.0505656;0.00178469;9/12/2023 15:18
GFGC1033OC;0.0502681;0.00180757;9/12/2023 15:23
GFGC1033OC;0.050269;0.00180968;9/12/2023 15:27
GFGC1033OC;0.0503318;0.00181985;9/12/2023 15:29
GFGC1033OC;0.0503693;0.00180769;9/12/2023 15:31
GFGC1033OC;0.0503671;0.00182116;9/12/2023 15:32
GFGC1033OC;0.0495691;0.00182276;9/12/2023 15:36
GFGC1033OC;0.0495798;0.00182248;9/12/2023 15:39
GFGC1033OC;0.0398659;0.00181853;9/12/2023 15:40
GFGC1033OC;0.0228842;0.00182656;9/12/2023 15:41
GFGC1033OC;0.0227821;0.00183696;9/12/2023 15:43
GFGC1033OC;0.0227841;0.00183911;9/12/2023 15:44
GFGC1033OC;0.0227884;0.000779179;9/12/2023 15:45
GFGC1033OC;0.0222191;0.000784715;9/12/2023 15:49
GFGC1033OC;0.0220817;0.000784895;9/12/2023 15:50
GFGC1033OC;0.0220815;0.000780725;9/12/2023 15:55
GFGC1033OC;0.00879849;0.000779636;9/12/2023 15:56
GFGC1033OC;0.0087953;0.000778763;9/12/2023 15:59
GFGC1033OC;0.00878868;0.000780832;9/12/2023 16:02
GFGC1033OC;0.00878771;0.000780893;9/12/2023 16:03
GFGC1033OC;0.00889401;0.000781785;9/12/2023 16:10
GFGC1033OC;0.00891127;0.000782208;9/12/2023 16:12
GFGC1033OC;0.00891196;0.000782015;9/12/2023 16:13
GFGC1033OC;0.00891195;0.000779576;9/12/2023 16:16
GFGC1033OC;0.00891164;0.000563085;9/12/2023 16:35
GFGC1033OC;0.00891204;0.000563689;9/12/2023 16:36
GFGC1033OC;0.00891265;0.000562411;9/12/2023 16:38
GFGC1033OC;0.00885207;0.000566605;9/12/2023 16:40
GFGC1033OC;0.00834973;0.000567425;9/12/2023 16:42
GFGC1033OC;0.00821012;0.000560066;9/12/2023 16:45
GFGC1033OC;0.00784359;0.000558241;9/12/2023 16:51
GFGC1033OC;0.0067469;0.000788766;9/12/2023 16:56
GFGC1033OC;0.00699458;0.000789445;9/12/2023 16:57
GFGC1033OC;0.0330979;0.000786081;9/12/2023 16:59
GFGC1033OC;0.0618215;0.000543683;9/13/2023 11:01
GFGC1033OC;0.0618214;0.00196246;9/13/2023 11:06
GFGC1033OC;0.0628099;0.0019605;9/13/2023 11:24
GFGC1033OC;0.0628098;0.000588917;9/13/2023 11:40
GFGC1033OC;0.0631596;0.000591453;9/13/2023 11:41
GFGC1033OC;0.0631596;0.000590064;9/13/2023 11:44
GFGC1033OC;0.0631596;0.000593932;9/13/2023 11:47
GFGC1033OC;0.0639001;0.00137255;9/13/2023 11:49
GFGC1033OC;0.0639331;0.000596506;9/13/2023 11:50
GFGC1033OC;0.063933;0.000592063;9/13/2023 11:51
GFGC1033OC;0.0639466;0.000600048;9/13/2023 11:54
GFGC1033OC;0.0639525;0.0014211;9/13/2023 11:55
GFGC1033OC;0.0639651;0.00142693;9/13/2023 11:56
GFGC1033OC;0.0639711;0.00142898;9/13/2023 11:58
GFGC1033OC;0.063971;0.00143067;9/13/2023 11:59
GFGC1033OC;0.0639717;0.0014269;9/13/2023 12:00
GFGC1033OC;0.0639714;0.00142389;9/13/2023 12:01
GFGC1033OC;0.0639714;0.00059978;9/13/2023 12:04
GFGC1033OC;0.064059;0.000597139;9/13/2023 12:05
GFGC1033OC;0.0640588;0.000592651;9/13/2023 12:09
GFGC1033OC;0.0640588;0.000594812;9/13/2023 12:12
GFGC1033OC;0.0640161;0.000595688;9/13/2023 12:14
GFGC1033OC;0.0640164;0.000598586;9/13/2023 12:15
GFGC1033OC;0.0640509;0.000597733;9/13/2023 12:19
GFGC1033OC;0.0640508;0.00059533;9/13/2023 12:20
GFGC1033OC;0.0640508;0.000597897;9/13/2023 12:21
GFGC1033OC;0.0640189;0.000600213;9/13/2023 12:23
GFGC1033OC;0.0640189;0.000599579;9/13/2023 12:24
GFGC1033OC;0.0640189;0.000598215;9/13/2023 12:26
GFGC1033OC;0.0639719;0.000597771;9/13/2023 12:27
GFGC1033OC;0.0639398;0.00142172;9/13/2023 12:29
GFGC1033OC;0.0639416;0.000598897;9/13/2023 12:31
GFGC1033OC;0.0639887;0.00059827;9/13/2023 12:40
GFGC1033OC;0.0639843;0.000596093;9/13/2023 12:41
GFGC1033OC;0.0640222;0.000595775;9/13/2023 12:42
GFGC1033OC;0.0640225;0.000597645;9/13/2023 12:45
GFGC1033OC;0.0640228;0.000598153;9/13/2023 12:46
GFGC1033OC;0.0640223;0.000597899;9/13/2023 12:48
GFGC1033OC;0.0640215;0.000597581;9/13/2023 12:50
GFGC1033OC;0.0640222;0.000597502;9/13/2023 12:51
GFGC1033OC;0.0640208;0.000595995;9/13/2023 12:54
GFGC1033OC;0.0640209;0.000587781;9/13/2023 12:57
GFGC1033OC;0.0640207;0.000590349;9/13/2023 12:58
GFGC1033OC;0.0641352;0.000587432;9/13/2023 13:05
GFGC1033OC;0.0641405;0.000584452;9/13/2023 13:09
GFGC1033OC;0.0641422;0.000587928;9/13/2023 13:11
GFGC1033OC;0.0641388;0.000586483;9/13/2023 13:13
GFGC1033OC;0.0641902;0.000587272;9/13/2023 13:14
GFGC1033OC;0.0641903;0.000588097;9/13/2023 13:16
GFGC1033OC;0.0642748;0.000592569;9/13/2023 13:25
GFGC1033OC;0.0642829;0.000584705;9/13/2023 13:27
GFGC1033OC;0.0642927;0.000582693;9/13/2023 13:28
GFGC1033OC;0.0643065;0.000588122;9/13/2023 13:29
GFGC1033OC;0.0643089;0.000580963;9/13/2023 13:30
GFGC1033OC;0.0642833;0.000581957;9/13/2023 13:33
GFGC1033OC;0.0642824;0.00058737;9/13/2023 13:34
GFGC1033OC;0.0643789;0.000582308;9/13/2023 13:38
GFGC1033OC;0.0645538;0.000583738;9/13/2023 13:41
GFGC1033OC;0.0646966;0.000579136;9/13/2023 13:43
GFGC1033OC;0.0554307;0.000584441;9/13/2023 13:47
GFGC1033OC;0.0199646;0.000581445;9/13/2023 13:48
GFGC1033OC;0.0199644;0.000574807;9/13/2023 13:54
GFGC1033OC;0.016714;0.000574807;9/13/2023 13:55
GFGC1033OC;0.0167116;0.000571654;9/13/2023 13:57
GFGC1033OC;0.016675;0.000572221;9/13/2023 13:58
GFGC1033OC;0.0166753;0.000568164;9/13/2023 14:01
GFGC1033OC;0.0180025;0.000575205;9/13/2023 14:05
GFGC1033OC;0.0161733;0.00058595;9/13/2023 14:07
GFGC1033OC;0.0160195;0.000580569;9/13/2023 14:08
GFGC1033OC;0.0160243;0.000583446;9/13/2023 14:11
GFGC1033OC;0.0159977;0.000580611;9/13/2023 14:14
GFGC1033OC;0.0159648;0.000584637;9/13/2023 14:19
GFGC1033OC;0.0159319;0.000584343;9/13/2023 14:20
GFGC1033OC;0.0159108;0.000582334;9/13/2023 14:22
GFGC1033OC;0.0159108;0.000582153;9/13/2023 14:25
GFGC1033OC;0.0159178;0.000582052;9/13/2023 14:28
GFGC1033OC;0.015916;0.000584726;9/13/2023 14:31
GFGC1033OC;0.0159392;0.000584979;9/13/2023 14:34
GFGC1033OC;0.0157337;0.000587973;9/13/2023 14:37
GFGC1033OC;0.0157334;0.000588543;9/13/2023 14:39
GFGC1033OC;0.0157348;0.000587922;9/13/2023 14:41
GFGC1033OC;0.0157447;0.000588719;9/13/2023 14:47
GFGC1033OC;0.0157468;0.328554;9/13/2023 14:48
GFGC1033OC;0.0155741;0.000588322;9/13/2023 14:51
GFGC1033OC;0.0155741;0.000585446;9/13/2023 14:54
GFGC1033OC;0.0161244;0.000584825;9/13/2023 14:56
GFGC1033OC;0.0163883;0.000587282;9/13/2023 14:58
GFGC1033OC;0.0164841;0.000583464;9/13/2023 15:01
GFGC1033OC;0.0164841;0.000584609;9/13/2023 15:04
GFGC1033OC;0.0165604;0.000584484;9/13/2023 15:05
GFGC1033OC;0.0167695;0.000583332;9/13/2023 15:06
GFGC1033OC;0.0167652;0.000584839;9/13/2023 15:08
GFGC1033OC;0.0172343;0.000584166;9/13/2023 15:10
GFGC1033OC;0.0177705;0.000578959;9/13/2023 15:13
GFGC1033OC;0.0178242;0.000580331;9/13/2023 15:16
GFGC1033OC;0.0180543;0.000578531;9/13/2023 15:20
GFGC1033OC;0.0180543;0.000580808;9/13/2023 15:21
GFGC1033OC;0.018608;0.000580777;9/13/2023 15:22
GFGC1033OC;0.0186063;0.00057859;9/13/2023 15:24
GFGC1033OC;0.0186058;0.00058239;9/13/2023 15:31
GFGC1033OC;0.0186058;0.000583101;9/13/2023 15:32
GFGC1033OC;0.0186058;0.000582783;9/13/2023 15:34
GFGC1033OC;0.0186058;0.000583451;9/13/2023 15:35
GFGC1033OC;0.0182385;0.000582465;9/13/2023 15:38
GFGC1033OC;0.0182149;0.000581194;9/13/2023 15:40
GFGC1033OC;0.0182083;0.000582523;9/13/2023 15:43
GFGC1033OC;0.0181995;0.000580983;9/13/2023 15:44
GFGC1033OC;0.0180043;0.000580652;9/13/2023 15:45
GFGC1033OC;0.0180043;0.000578624;9/13/2023 15:46
GFGC1033OC;0.0177251;0.000579627;9/13/2023 15:48
GFGC1033OC;0.017696;0.000579004;9/13/2023 15:49
GFGC1033OC;0.0181467;0.000576143;9/13/2023 15:51
GFGC1033OC;0.0181492;0.00057211;9/13/2023 15:52
GFGC1033OC;0.018152;0.000571152;9/13/2023 15:53
GFGC1033OC;0.0181524;0.000570185;9/13/2023 15:54
GFGC1033OC;0.0181524;0.000567515;9/13/2023 15:56
GFGC1033OC;0.0177691;0.000800977;9/13/2023 16:05
GFGC1033OC;0.0174798;0.000798473;9/13/2023 16:06
GFGC1033OC;0.0171287;0.000795878;9/13/2023 16:08
GFGC1033OC;0.0171279;0.000797485;9/13/2023 16:09
GFGC1033OC;0.017128;0.000795229;9/13/2023 16:10
GFGC1033OC;0.017128;0.00190649;9/13/2023 16:14
GFGC1033OC;0.0171279;0.00189925;9/13/2023 16:15
GFGC1033OC;0.0189694;0.00189752;9/13/2023 16:20
GFGC1033OC;0.0177033;0.000781542;9/13/2023 16:23
GFGC1033OC;0.0177001;0.00078242;9/13/2023 16:24
GFGC1033OC;0.0162202;0.000786391;9/13/2023 16:27
GFGC1033OC;0.017391;0.000788505;9/13/2023 16:30
GFGC1033OC;0.0187548;0.00079541;9/13/2023 16:35
GFGC1033OC;0.0187977;0.000559396;9/13/2023 16:37
GFGC1033OC;0.0197327;0.000567811;9/13/2023 16:45
GFGC1033OC;0.0197286;0.000572901;9/13/2023 16:46
GFGC1033OC;0.0197334;0.000574235;9/13/2023 16:47
GFGC1033OC;0.0197465;0.000573189;9/13/2023 16:48
GFGC1033OC;0.0197738;0.000573297;9/13/2023 16:49
GFGC1033OC;0.0202138;0.00056961;9/13/2023 16:50
GFGC1033OC;0.020452;0.000568163;9/13/2023 16:51
GFGC1033OC;0.0204347;0.000568934;9/13/2023 16:53
GFGC1033OC;0.0203412;0.000566707;9/13/2023 16:57
GFGC1033OC;0.0349928;0.000567363;9/13/2023 16:59
GFGC1033OC;0.0400308;0.000590764;9/14/2023 11:03
GFGC1033OC;0.0429501;0.000589023;9/14/2023 11:08
GFGC1033OC;0.0429493;0.00142525;9/14/2023 11:10
GFGC1033OC;0.0429493;0.000589586;9/14/2023 11:33
GFGC1033OC;0.0429494;0.000592797;9/14/2023 11:34
GFGC1033OC;0.0427581;0.000590874;9/14/2023 11:37
GFGC1033OC;0.0426753;0.00142346;9/14/2023 11:41
GFGC1033OC;0.0426979;0.0014195;9/14/2023 11:42
GFGC1033OC;0.0427117;0.00143504;9/14/2023 11:44
GFGC1033OC;0.0426824;0.0014419;9/14/2023 11:48
GFGC1033OC;0.0425987;0.00143597;9/14/2023 11:53
GFGC1033OC;0.0425987;0.00143225;9/14/2023 12:00
GFGC1033OC;0.0423493;0.0014364;9/14/2023 12:02
GFGC1033OC;0.0421931;0.00143454;9/14/2023 12:03
GFGC1033OC;0.04211;0.000594134;9/14/2023 12:13
GFGC1033OC;0.0420084;0.000593336;9/14/2023 12:15
GFGC1033OC;0.0420704;0.000595399;9/14/2023 12:19
GFGC1033OC;0.0418279;0.000597045;9/14/2023 12:23
GFGC1033OC;0.0418279;0.000590802;9/14/2023 12:24
GFGC1033OC;0.0418279;0.000591308;9/14/2023 12:27
GFGC1033OC;0.0418279;0.00058846;9/14/2023 12:28
GFGC1033OC;0.0418279;0.000584384;9/14/2023 12:30
GFGC1033OC;0.0418279;0.000585647;9/14/2023 12:32
GFGC1033OC;0.0418279;0.000583532;9/14/2023 12:33
GFGC1033OC;0.0420717;0.00058361;9/14/2023 12:36
GFGC1033OC;0.0422986;0.00057961;9/14/2023 12:37
GFGC1033OC;0.0424987;0.000584619;9/14/2023 12:40
GFGC1033OC;0.0424952;0.000582466;9/14/2023 12:44
GFGC1033OC;0.0424966;0.00058599;9/14/2023 12:47
GFGC1033OC;0.0425076;0.000588582;9/14/2023 12:50
GFGC1033OC;0.0427349;0.000583875;9/14/2023 12:51
GFGC1033OC;0.0425191;0.000589331;9/14/2023 12:54
GFGC1033OC;0.0426662;0.00058846;9/14/2023 12:57
GFGC1033OC;0.0428157;0.000585644;9/14/2023 13:01
GFGC1033OC;0.0428121;0.000589504;9/14/2023 13:05
GFGC1033OC;0.042812;0.000585963;9/14/2023 13:07
GFGC1033OC;0.042811;0.0005847;9/14/2023 13:09
GFGC1033OC;0.0426719;0.000579939;9/14/2023 13:10
GFGC1033OC;0.0425351;0.000575542;9/14/2023 13:11
GFGC1033OC;0.0425354;0.000577125;9/14/2023 13:15
GFGC1033OC;0.0425354;0.00057552;9/14/2023 13:21
GFGC1033OC;0.0425352;0.000805394;9/14/2023 13:24
GFGC1033OC;0.051142;0.00080713;9/14/2023 13:25
GFGC1033OC;0.0547075;0.000550092;9/14/2023 13:27
GFGC1033OC;0.0547063;0.000578925;9/14/2023 13:33
GFGC1033OC;0.0550641;0.000578296;9/14/2023 13:34
GFGC1033OC;0.0550644;0.000581464;9/14/2023 13:35
GFGC1033OC;0.0544727;0.000586712;9/14/2023 13:43
GFGC1033OC;0.053989;0.000584826;9/14/2023 13:46
GFGC1033OC;0.0539793;0.000579072;9/14/2023 13:49
GFGC1033OC;0.0536619;0.000587967;9/14/2023 13:54
GFGC1033OC;0.0536619;0.000589507;9/14/2023 14:00
GFGC1033OC;0.0536714;0.000588842;9/14/2023 14:05
GFGC1033OC;0.0536709;0.000587328;9/14/2023 14:10
GFGC1033OC;0.0536704;0.000589605;9/14/2023 14:13
GFGC1033OC;0.0535025;0.000589496;9/14/2023 14:15
GFGC1033OC;0.0535334;0.000589921;9/14/2023 14:16
GFGC1033OC;0.0535356;0.000588014;9/14/2023 14:22
GFGC1033OC;0.0535373;0.000585827;9/14/2023 14:27
GFGC1033OC;0.0449625;0.329851;9/14/2023 14:29
GFGC1033OC;0.0408999;0.00059463;9/14/2023 14:32
GFGC1033OC;0.0379597;0.000589882;9/14/2023 14:38
GFGC1033OC;0.0380485;0.000593168;9/14/2023 14:41
GFGC1033OC;0.0380487;0.000599922;9/14/2023 14:44
GFGC1033OC;0.0380494;0.000599424;9/14/2023 14:45
GFGC1033OC;0.0380332;0.00142244;9/14/2023 14:48
GFGC1033OC;0.0380183;0.000597888;9/14/2023 14:49
GFGC1033OC;0.038219;0.000593905;9/14/2023 14:52
GFGC1033OC;0.0382003;0.000592005;9/14/2023 14:56
GFGC1033OC;0.0382793;0.000591959;9/14/2023 15:02
GFGC1033OC;0.0382794;0.000590363;9/14/2023 15:03
GFGC1033OC;0.0383312;0.00059194;9/14/2023 15:05
GFGC1033OC;0.0385007;0.000593297;9/14/2023 15:09
GFGC1033OC;0.0384441;0.000595619;9/14/2023 15:15
GFGC1033OC;0.0384981;0.000594062;9/14/2023 15:20
GFGC1033OC;0.0385654;0.000596466;9/14/2023 15:21
GFGC1033OC;0.0384976;0.000596593;9/14/2023 15:25
GFGC1033OC;0.0385541;0.000597873;9/14/2023 15:40
GFGC1033OC;0.038606;0.00143775;9/14/2023 15:51
GFGC1033OC;0.0386059;0.00143936;9/14/2023 15:57
GFGC1033OC;0.038606;0.00143156;9/14/2023 15:59
GFGC1033OC;0.038606;0.00143046;9/14/2023 16:00
GFGC1033OC;0.0386059;0.00143306;9/14/2023 16:03
GFGC1033OC;0.038606;0.000598635;9/14/2023 16:17
GFGC1033OC;0.0383452;0.000597475;9/14/2023 16:20
GFGC1033OC;0.0380876;0.000595191;9/14/2023 16:21
GFGC1033OC;0.0378664;0.000598585;9/14/2023 16:23
GFGC1033OC;0.0378657;0.000594519;9/14/2023 16:27
GFGC1033OC;0.0378812;0.000589859;9/14/2023 16:28
GFGC1033OC;0.0378687;0.000591762;9/14/2023 16:33
GFGC1033OC;0.0376051;0.000593562;9/14/2023 16:43
GFGC1033OC;0.0376069;0.000594845;9/14/2023 16:44
GFGC1033OC;0.0374363;0.000595841;9/14/2023 16:45
GFGC1033OC;0.0372494;0.000594923;9/14/2023 16:48
GFGC1033OC;0.0372493;0.000594038;9/14/2023 16:50
GFGC1033OC;0.0372493;0.000595919;9/14/2023 16:52
GFGC1033OC;0.0372538;0.000595277;9/14/2023 16:56
GFGC1033OC;0.0414862;0.00141249;9/14/2023 17:00
GFGC1033OC;0.0526683;0.000895935;9/15/2023 10:46
GFGC1033OC;0.0536672;0.00145981;9/15/2023 11:09
GFGC1033OC;0.053847;0.00143172;9/15/2023 11:10
GFGC1033OC;0.0538571;0.00141241;9/15/2023 11:11
GFGC1033OC;0.0456658;0.000596856;9/15/2023 11:12
GFGC1033OC;0.0406884;0.000595401;9/15/2023 11:13
GFGC1033OC;0.0407861;0.000598304;9/15/2023 11:14
GFGC1033OC;0.0404009;0.000595719;9/15/2023 11:15
GFGC1033OC;0.0405237;0.000598831;9/15/2023 11:16
GFGC1033OC;0.0405236;0.000592339;9/15/2023 11:17
GFGC1033OC;0.0405831;0.000581903;9/15/2023 11:18
GFGC1033OC;0.040596;0.000580205;9/15/2023 11:19
GFGC1033OC;0.0406178;0.000574616;9/15/2023 11:22
GFGC1033OC;0.0406304;0.000580153;9/15/2023 11:34
